as_of,B13779,B14678,B09156,B25037,B19389,B19569,B23689,B13231,B23166,B06011,B13582,B26020,B08422,B21794,B17112,B08466,B05011,B05901,B01060,B21050,B24329,B00496,B01855,B21046,B16175,B11079,B23422,B12752,B18263,B01061,B06391,B18900,B01343,B20889,B10332,B08453,B08620,B25209,B07369,B00698,B00056,B05848,B10640,B03784,B14200,B10090,B08417,B23744,B09513,B23853,B14562,B20421,B21552,B18562,B23646,B11225,B18804,B15382,B25119,B12602,B13661,B09934,B06127,B02943,B03731,B03952,B03459,B04369,B21505,B01637,B06905,B15668,B05924,B23372,B15619
2000-02-28,19.6734,,17.33,,7239.06,,17.3431,,,23.455,,55.0989,135.578,,12.0078,49.7791,36.0982,12.3861,16.7335,10.563,41.9226,,,8.35861,10.2585,,12.8003,8.84315,,143.793,11.8397,,,,25.9623,,,,,,,55.2912,,,20.3373,,33.775,23.9422,,10.8467,18.225,,23.6414,,11.7783,,30.1103,,,,23.111,24.6294,,191.006,,,416.011,16.17,20.6736,,63.4358,261.906,,,48.8873
2000-02-29,19.6954,,17.8097,,7365.69,,17.7921,,,23.6712,,55.9915,139.904,,12.1379,50.4833,36.4123,12.417,16.8836,10.7016,42.4965,,,8.37888,10.3926,,12.9627,8.91318,,145.664,12.1713,,,,26.3388,,,,,,,56.2683,,,20.6111,,34.8146,24.1535,,11.167,18.4297,,24.2918,,12.1486,,30.7317,,,,23.4648,25.2037,,193.464,,,422.225,16.92,20.623,,64.4495,265.876,,,49.5573
2000-03-01,20.0469,,18.0599,,7467.65,,17.813,,,24.1576,,56.6176,143.594,,12.168,51.1215,36.7054,12.4788,16.9937,10.7632,42.8938,,,8.42953,10.5474,,13.1353,8.9832,,146.392,12.302,,,,26.7561,,,,,,,56.7181,,,20.8227,,35.4739,24.3384,,11.3058,18.5731,,24.5468,,12.0791,,31.1738,,,,23.566,25.5456,,195.984,,,424.959,17.12,20.8253,,66.3702,269.947,,,50.018
2000-03-02,20.0469,,18.0808,,7428.18,,17.813,,,24.0495,,56.6709,143.184,,12.148,50.8134,36.7263,12.5097,16.9937,10.717,42.9821,,,8.43967,10.5577,,13.1962,9.02322,,145.664,12.3321,,,,26.8375,,,,,,,56.3924,,,20.9222,,35.214,24.4044,,11.2951,18.655,,24.4575,,11.894,,31.2216,,,,23.0099,25.6003,,196.414,,,426.202,17.14,20.6989,,67.1704,267.504,,,50.1157
2000-03-03,20.0469,,18.0704,,7540.01,,17.9696,,,24.4008,,58.0963,148.802,,12.3683,51.3196,37.0195,12.4788,17.284,10.7632,43.8356,,,8.52072,10.7435,,13.3586,9.13326,,148.472,12.4728,,,,27.3565,,,,,,,57.9433,,,21.2956,,36.3962,24.8138,,11.4659,19.0031,,25.1589,,11.9287,,32.2014,,,,23.3739,25.8875,,200.532,,,434.653,17.45,21.0656,,68.611,272.899,,,51.1069
2000-03-04,20.0469,,18.0704,,7540.01,,17.9696,,,24.4008,,58.0963,148.802,,12.3683,51.3196,37.0195,12.4788,17.284,10.7632,43.8356,,,8.52072,10.7435,,13.3586,9.13326,,148.472,12.4728,,,,27.3565,,,,,,,57.9433,,,21.2956,,36.3962,24.8138,,11.4659,19.0031,,25.1589,,11.9287,,32.2014,,,,23.3739,25.8875,,200.532,,,434.653,17.45,21.0656,,68.611,272.899,,,51.1069
2000-03-05,20.0469,,18.0704,,7540.01,,17.9696,,,24.4008,,58.0963,148.802,,12.3683,51.3196,37.0195,12.4788,17.284,10.7632,43.8356,,,8.52072,10.7435,,13.3586,9.13326,,148.472,12.4728,,,,27.3565,,,,,,,57.9433,,,21.2956,,36.3962,24.8138,,11.4659,19.0031,,25.1589,,11.9287,,32.2014,,,,23.3739,25.8875,,200.532,,,434.653,17.45,21.0656,,68.611,272.899,,,51.1069
2000-03-06,20.0469,,17.9869,,7431.47,,17.9696,,,24.1305,,57.4569,150.585,,12.1379,51.3636,36.8101,12.4633,17.0238,10.7324,43.2764,,,8.42953,10.5268,,13.2774,9.21329,,145.872,12.4929,,,,26.9902,,,,,,,57.0593,,,21.0716,,37.0365,24.5893,,11.4553,18.7881,,24.9931,,11.9056,,31.8429,,,,22.7369,26.0653,,199.241,,,428.936,17.64,20.7748,,68.4509,269.845,,,50.4647
2000-03-07,20.0469,,17.9974,,7265.38,,17.7295,,,23.6982,,55.7517,148.023,,11.7674,50.9235,36.3495,12.3398,16.5033,10.6708,42.1728,,,8.51059,10.2688,,13.2165,9.16327,,141.402,12.3824,,,,26.1963,,,,,,,56.0201,,,20.6609,,35.962,24.0214,,11.3592,18.2864,,24.534,,11.7783,,31.0782,,,,21.7765,25.655,,194.386,,,419.076,17.51,20.0161,,67.2772,265.876,,,49.1665
2000-03-08,20.0469,,17.6845,,7321.29,,17.6042,,,23.8063,,56.4577,149.007,,11.9276,50.9455,36.517,12.4016,16.6535,10.6092,42.526,,,8.50046,10.3307,,13.3687,9.15326,,143.585,12.3422,,,,26.4202,,,,,,,56.7181,,,20.7853,,35.9145,24.3384,,11.2844,18.4195,,24.6488,,11.7436,,31.1021,,,,21.9585,25.7781,,195.123,,,420.899,17.41,20.2058,,67.4372,265.774,,,49.5713
2000-03-09,20.0469,,17.8618,,7482.45,,18.0218,,,24.0495,,58.2162,152.123,,12.3182,51.4736,37.0614,12.5406,17.0338,10.6862,43.6148,,,8.50046,10.4236,,13.4702,9.39335,,147.12,12.5331,,,,27.1225,,,,,,,58.3,,,21.333,,36.7227,24.9459,,11.4659,18.87,,25.2864,,11.813,,32.1177,,,,22.7066,26.12,,198.995,,,432.747,18.0,20.4713,,69.1445,272.085,,,50.8556
2000-03-10,20.0469,,17.7784,,7451.2,,17.9905,,,23.8873,,58.0563,151.59,,12.208,51.3196,36.9148,12.417,16.8536,10.6554,43.4088,,,8.54098,10.3823,,13.4195,9.43336,,146.392,12.5231,,,,26.9902,,,,,,,58.207,,,21.1961,,36.3582,24.7346,,11.3805,18.7983,,25.2226,,11.7552,,32.1536,,,,22.6257,25.9149,,198.626,,,431.173,18.3,20.3069,,69.1445,273.204,,,50.6043
2000-03-11,20.0469,,17.7784,,7451.2,,17.9905,,,23.8873,,58.0563,151.59,,12.208,51.3196,36.9148,12.417,16.8536,10.6554,43.4088,,,8.54098,10.3823,,13.4195,9.43336,,146.392,12.5231,,,,26.9902,,,,,,,58.207,,,21.1961,,36.3582,24.7346,,11.3805,18.7983,,25.2226,,11.7552,,32.1536,,,,22.6257,25.9149,,198.626,,,431.173,18.3,20.3069,,69.1445,273.204,,,50.6043
2000-03-12,20.0469,,17.7784,,7451.2,,17.9905,,,23.8873,,58.0563,151.59,,12.208,51.3196,36.9148,12.417,16.8536,10.6554,43.4088,,,8.54098,10.3823,,13.4195,9.43336,,146.392,12.5231,,,,26.9902,,,,,,,58.207,,,21.1961,,36.3582,24.7346,,11.3805,18.7983,,25.2226,,11.7552,,32.1536,,,,22.6257,25.9149,,198.626,,,431.173,18.3,20.3069,,69.1445,273.204,,,50.6043
2000-03-13,20.0469,,17.6533,,7368.98,,17.7817,,,23.8603,,57.0705,147.9,,12.1379,50.8354,36.7054,12.3861,16.8136,10.5779,43.0557,,,8.45993,10.4339,,13.3484,9.36334,,144.209,12.4025,,,,26.7866,,,,,,,57.2609,,,20.9845,,35.0397,24.5629,,11.2631,18.6652,,24.7891,,11.5469,,31.5681,,,,22.4438,25.655,,196.844,,,426.368,18.27,20.3701,,67.9707,272.899,,,50.1995
2000-03-14,20.0469,,17.6741,,7270.31,,17.5415,,,23.6171,,55.6851,141.893,,11.9477,50.5274,36.3704,12.3861,16.5634,10.5779,42.2905,,,8.54098,10.2585,,13.186,9.2433,,142.233,12.2618,,,,26.237,,,,,,,56.1287,,,20.6982,,33.1347,24.1535,,11.1136,18.3581,,24.1005,,11.5238,,30.7795,,,,22.3225,25.5866,,193.341,,,417.171,17.8,20.1046,,67.3839,269.54,,,49.3061
2000-03-15,20.0469,,17.9557,,7470.94,,17.3431,,,24.4008,,56.3512,135.927,,12.3783,50.4173,36.9357,12.6487,17.1138,10.6244,43.3205,,,8.57138,10.63,,13.5514,9.15326,,145.664,12.1914,,,,28.1605,,,,,,,57.2454,,,21.0716,,32.1807,24.8006,,11.1777,18.8291,,24.432,,11.5701,,30.5525,,,,23.7682,25.7507,,196.23,,,423.799,17.64,21.1667,,66.1034,272.39,,,50.4926
2000-03-16,20.0469,,18.769,,7847.53,,18.1784,,,25.968,,59.0421,139.432,,13.0994,51.8698,38.1083,13.2819,17.9145,10.9032,45.3953,,,8.62204,11.2492,,14.2925,9.34333,,152.111,12.5432,,,,28.1605,,,,,,,60.766,,,22.0548,,33.3566,26.0155,,11.6154,19.7198,,25.6562,,12.056,,31.8668,,,,25.7699,26.667,,204.342,,,442.358,17.83,22.5956,,67.0637,286.03,,,52.9077
2000-03-17,20.0469,,18.769,,7817.93,,18.0949,,,25.7519,,59.7482,143.184,,13.0593,51.7597,38.0455,13.1892,17.9045,10.8722,45.5866,,,8.6423,11.3627,,14.1199,9.39335,,152.631,12.6035,,,,28.4659,,,,,,,61.1227,,,22.1669,,33.7528,25.9099,,11.5407,19.7301,,25.9495,,11.8015,,32.4403,,,,25.4868,26.8037,,204.219,,,446.75,17.95,22.4438,,67.6506,285.419,,,53.1311
2000-03-18,20.0469,,18.769,,7817.93,,18.0949,,,25.7519,,59.7482,143.184,,13.0593,51.7597,38.0455,13.1892,17.9045,10.8722,45.5866,,,8.6423,11.3627,,14.1199,9.39335,,152.631,12.6035,,,,28.4659,,,,,,,61.1227,,,22.1669,,33.7528,25.9099,,11.5407,19.7301,,25.9495,,11.8015,,32.4403,,,,25.4868,26.8037,,204.219,,,446.75,17.95,22.4438,,67.6506,285.419,,,53.1311
2000-03-19,20.0469,,18.769,,7817.93,,18.0949,,,25.7519,,59.7482,143.184,,13.0593,51.7597,38.0455,13.1892,17.9045,10.8722,45.5866,,,8.6423,11.3627,,14.1199,9.39335,,152.631,12.6035,,,,28.4659,,,,,,,61.1227,,,22.1669,,33.7528,25.9099,,11.5407,19.7301,,25.9495,,11.8015,,32.4403,,,,25.4868,26.8037,,204.219,,,446.75,17.95,22.4438,,67.6506,285.419,,,53.1311
2000-03-20,20.0469,,18.623,,7770.24,,17.9174,,,25.6978,,59.1487,138.1,,12.879,51.3416,37.7733,13.1583,17.8945,10.8258,45.3365,,,8.71322,11.3111,,14.0082,9.48338,,151.279,12.4628,,,,29.046,,,,,,,60.1301,,,22.0051,,32.1015,25.7646,,11.3699,19.597,,25.6817,,11.8015,,32.2611,,,,25.1835,26.8037,,204.711,,,445.424,17.91,22.153,,67.0637,282.06,,,52.8519
2000-03-21,20.0469,,18.8315,,7921.53,,18.0427,,,26.1842,,60.9738,140.949,,13.2496,51.5837,38.3177,13.2046,18.3348,10.9496,46.4842,,,8.69296,11.4866,,14.2316,9.56341,,155.75,12.5231,,,,29.1478,,,,,,,62.379,,,22.5278,,32.6878,26.3589,,11.4766,20.1191,,26.3575,,11.8015,,33.0616,,,,25.7497,26.8858,,207.722,,,457.355,17.96,22.6714,,67.0104,286.03,,,54.178
2000-03-22,20.0469,,18.9775,,7934.69,,18.4708,,,26.1302,,61.6665,145.829,,13.3297,51.8257,38.4433,13.2664,18.3448,10.9651,46.6903,,,8.67269,11.5485,,14.2823,9.78349,,156.685,12.6839,,,,29.6464,,,,,,,63.0149,,,22.6647,,33.9366,26.3985,,11.6474,20.1806,,26.6763,,11.9172,,33.5276,,,,25.5778,27.0089,,208.705,,,461.746,18.19,22.5703,,66.2194,290.305,,,54.4293
2000-03-23,20.0469,,19.0922,,8005.4,,18.5543,,,26.4544,,62.8655,147.982,,13.5,52.0458,38.7155,13.4981,18.6551,11.0116,47.529,,,8.6119,11.5485,,14.2823,9.83351,,158.869,12.8045,,,,29.6464,,,,,,,63.8214,,,23.0506,,34.2124,26.8343,,11.6688,20.498,,27.1226,,11.894,,34.0892,,,,25.7295,27.1046,,210.057,,,470.943,18.32,22.8738,,67.2364,293.562,,,55.3926
2000-03-24,20.0469,,19.1235,,8010.33,,18.6588,,,26.4274,,62.8122,148.351,,13.4399,52.1558,38.8202,13.5599,18.575,10.9961,47.5437,,,8.6423,11.7343,,14.262,9.83351,,158.973,12.8146,,,,29.6261,,,,,,,63.992,,,23.0754,,34.1236,26.8211,,11.6581,20.5287,,27.0844,,11.813,,34.1729,,,,25.5677,27.214,,210.057,,,472.683,18.29,22.8611,,67.4059,291.73,,,55.3926
2000-03-25,20.0469,,19.1235,,8010.33,,18.6588,,,26.4274,,62.8122,148.351,,13.4399,52.1558,38.8202,13.5599,18.575,10.9961,47.5437,,,8.6423,11.7343,,14.262,9.83351,,158.973,12.8146,,,,29.6261,,,,,,,63.992,,,23.0754,,34.1236,26.8211,,11.6581,20.5287,,27.0844,,11.813,,34.1729,,,,25.5677,27.214,,210.057,,,472.683,18.29,22.8611,,67.4059,291.73,,,55.3926
2000-03-26,20.0469,,19.1235,,8010.33,,18.6588,,,26.4274,,62.8122,148.351,,13.4399,52.1558,38.8202,13.5599,18.575,10.9961,47.5437,,,8.6423,11.7343,,14.262,9.83351,,158.973,12.8146,,,,29.6261,,,,,,,63.992,,,23.0754,,34.1236,26.8211,,11.6581,20.5287,,27.0844,,11.813,,34.1729,,,,25.5677,27.214,,210.057,,,472.683,18.29,22.8611,,67.4059,291.73,,,55.3926
2000-03-27,20.0469,,19.0818,,7972.48,,18.523,,,26.3193,,62.679,148.453,,13.3397,52.0238,38.5899,13.4209,18.3949,10.9342,47.4113,,,8.79427,11.7033,,14.1706,9.78349,,158.141,12.7744,,,,29.4938,,,,,,,63.992,,,22.9883,,33.924,26.7154,,11.6154,20.4775,,27.0206,,11.6932,,34.1609,,,,25.4363,27.0499,,209.627,,,471.937,18.18,22.6335,,67.8014,290.305,,,55.2529
2000-03-28,20.0469,,18.9254,,7913.23,,18.2307,,,26.2112,,61.7598,145.644,,13.2296,51.7817,38.3386,13.3591,18.2347,10.8722,46.9257,,,8.71322,11.5279,,14.0894,9.74348,,156.685,12.6236,,,,29.1579,,,,,,,63.139,,,22.7394,,33.1189,26.4249,,11.4553,20.2625,,26.6636,,11.6585,,33.7905,,,,25.4464,26.7354,,209.013,,,466.966,17.84,22.545,,67.1799,288.371,,,54.6806
2000-03-29,20.0469,,19.0714,,7941.21,,18.3037,,,26.5085,,61.5067,139.207,,13.3197,51.6717,38.2967,13.3591,18.3148,10.8877,46.9551,,,8.73348,11.4969,,14.1808,9.73347,,155.438,12.5532,,,,29.1478,,,,,,,62.9529,,,22.6896,,31.8764,26.5702,,11.4232,20.2727,,26.5105,,11.7279,,33.2648,,,,25.9215,26.8858,,208.091,,,465.972,17.67,22.6714,,67.4059,285.725,,,54.7085
2000-03-30,20.0469,,19.3008,,7954.37,,18.2307,,,26.7787,,60.0679,132.892,,13.2296,51.4516,38.4224,13.529,18.2548,10.9651,46.3077,,,8.85506,11.3524,,14.4853,9.76348,,152.631,12.4829,,,,28.6999,,,,,,,62.1309,,,22.3909,,30.6878,26.5702,,11.4232,20.0372,,25.9367,,11.7857,,33.2648,,,,26.0934,27.1867,,207.906,,,456.029,17.3,22.6082,,65.4849,283.18,,,53.9686
2000-03-31,21.5188,,19.3842,,8023.5,,18.5021,,,27.029,,60.5875,136.419,,13.3698,52.0458,38.6527,13.6988,18.3448,11.12,46.6461,,,8.88546,11.5072,,14.6985,9.8235,,154.398,12.6739,,,,29.0053,,,,,,,63.17,,,22.7459,,31.3756,26.7687,,11.6795,20.2625,,26.2173,,11.9477,,32.8466,,,,26.2451,27.638,,210.242,,,459.095,17.44,22.8485,,66.1064,290.509,,,54.3456
2000-04-01,21.5188,,19.3842,,8023.5,,18.5021,,,27.029,,60.5875,136.419,,13.3698,52.0458,38.6527,13.6988,18.3448,11.12,46.6461,,,8.88546,11.5072,,14.6985,9.8235,,154.398,12.6739,,,,29.0053,,,,,,,63.17,,,22.7459,,31.3756,26.7687,,11.6795,20.2625,,26.2173,,11.9477,,32.8466,,,,26.2451,27.638,,210.242,,,459.095,17.44,22.8485,,66.1064,290.509,,,54.3456
2000-04-02,21.5188,,19.3842,,8023.5,,18.5021,,,27.029,,60.5875,136.419,,13.3698,52.0458,38.6527,13.6988,18.3448,11.12,46.6461,,,8.88546,11.5072,,14.6985,9.8235,,154.398,12.6739,,,,29.0053,,,,,,,63.17,,,22.7459,,31.3756,26.7687,,11.6795,20.2625,,26.2173,,11.9477,,32.8466,,,,26.2451,27.638,,210.242,,,459.095,17.44,22.8485,,66.1064,290.509,,,54.3456
2000-04-03,21.5188,,19.6032,,8115.67,,18.1993,,,27.6525,,59.8414,125.819,,13.53,51.6057,38.7157,13.7143,18.6451,11.0581,46.8815,,,8.8348,11.5485,,14.6883,9.66345,,153.774,12.4929,,,,28.9646,,,,,,,62.6272,,,22.7209,,29.6165,27.073,,11.5086,20.3444,,26.0005,,11.9593,,32.1774,,,,27.0842,27.5559,,210.549,,,460.504,16.9,23.5565,,64.6938,288.778,,,54.6248
2000-04-04,21.2222,,19.2903,,8102.5,,17.6564,,,27.5983,,59.6283,122.621,,13.5701,50.9015,38.7157,13.5907,18.6851,11.0116,46.5284,,,8.73348,11.3731,,14.6173,9.48338,,151.799,12.2316,,,,28.8628,,,,,,,62.286,,,22.5466,,28.8812,27.0333,,11.2844,20.2113,,25.6689,,11.8782,,31.5442,,,,27.0538,27.1046,,209.197,,,454.372,16.57,23.5565,,62.8858,285.521,,,54.2199
2000-04-05,21.2222,,19.2382,,8105.79,,18.1158,,,27.6254,,59.7349,124.077,,13.5,51.1655,38.8208,13.807,18.515,11.0581,46.2929,,,8.78414,11.4453,,14.7086,9.56341,,152.007,12.302,,,,28.6898,,,,,,,62.6892,,,22.4843,,29.5658,26.9539,,11.4019,20.0884,,25.6307,,11.9477,,31.5322,,,,26.2653,27.255,,208.582,,,450.478,16.76,23.468,,62.7728,286.946,,,53.9547
2000-04-06,21.2222,,19.478,,8158.46,,18.6588,,,27.6525,,60.4543,128.751,,13.6101,51.9138,39.0308,14.0541,18.6651,11.1355,46.7344,,,8.84493,11.5898,,14.8305,9.72347,,153.462,12.4929,,,,28.873,,,,,,,63.5112,,,22.696,,30.6244,27.2582,,11.6047,20.242,,25.9877,,11.9709,,32.1297,,,,26.1945,27.761,,211.594,,,457.024,17.13,23.4933,,64.3548,290.102,,,54.4572
2000-04-07,21.2222,,19.4468,,8146.94,,18.8467,,,27.4356,,61.8664,133.343,,13.7003,52.4199,39.3669,14.0541,18.7652,11.1045,47.2053,,,8.8348,11.693,,14.9421,9.89353,,156.062,12.6739,,,,29.2495,,,,,,,64.4108,,,22.9576,,31.6514,27.3244,,11.7115,20.4468,,26.2555,,11.9477,,32.9422,,,,26.2248,28.0345,,212.638,,,465.061,17.52,23.2531,,65.3154,291.73,,,55.0017
2000-04-08,21.2222,,19.4468,,8146.94,,18.8467,,,27.4356,,61.8664,133.343,,13.7003,52.4199,39.3669,14.0541,18.7652,11.1045,47.2053,,,8.8348,11.693,,14.9421,9.89353,,156.062,12.6739,,,,29.2495,,,,,,,64.4108,,,22.9576,,31.6514,27.3244,,11.7115,20.4468,,26.2555,,11.9477,,32.9422,,,,26.2248,28.0345,,212.638,,,465.061,17.52,23.2531,,65.3154,291.73,,,55.0017
2000-04-09,21.2222,,19.4468,,8146.94,,18.8467,,,27.4356,,61.8664,133.343,,13.7003,52.4199,39.3669,14.0541,18.7652,11.1045,47.2053,,,8.8348,11.693,,14.9421,9.89353,,156.062,12.6739,,,,29.2495,,,,,,,64.4108,,,22.9576,,31.6514,27.3244,,11.7115,20.4468,,26.2555,,11.9477,,32.9422,,,,26.2248,28.0345,,212.638,,,465.061,17.52,23.2531,,65.3154,291.73,,,55.0017
2000-04-10,21.2222,,19.3425,,8115.67,,18.5335,,,27.3543,,60.4276,125.04,,13.54,51.6717,39.1359,14.0695,18.7451,10.9961,46.8374,,,8.78414,11.5072,,14.8,9.85351,,153.878,12.4226,,,,28.8424,,,,,,,63.17,,,22.7708,,30.0666,27.2847,,11.5193,20.2625,,26.0005,,11.7507,,32.3089,,,,26.3259,27.7337,,212.024,,,460.835,17.14,23.4175,,64.1288,289.796,,,54.5829
2000-04-11,21.2222,,19.6032,,8145.29,,18.4499,,,27.6525,,59.6816,119.156,,13.6602,51.4956,39.0728,14.0541,18.8452,10.9806,46.7197,,,8.75375,11.466,,14.8508,9.84351,,152.527,12.3824,,,,28.7915,,,,,,,62.8753,,,22.7583,,29.2362,27.5096,,11.562,20.2113,,25.9112,,11.8434,,31.819,,,,26.6595,27.8294,,211.778,,,457.438,16.97,23.8474,,62.7163,289.593,,,54.4433
2000-04-12,21.2222,,19.6866,,8066.29,,17.9592,,,27.8423,,57.2837,109.684,,13.4699,51.1655,38.6737,14.3012,18.575,10.9961,45.6749,,,8.72335,11.3421,,14.7594,9.8135,,148.16,12.2517,,,,28.069,,,,,,,60.9211,,,22.2725,,27.4644,27.245,,11.53,19.771,,25.0951,,11.855,,30.4569,,,,26.7202,27.8978,,208.029,,,443.021,16.57,24.0497,,61.2473,287.964,,,53.2288
2000-04-13,20.684,,19.5197,,7949.44,,17.7504,,,27.6254,,56.0048,108.065,,13.2896,50.8354,38.4216,14.2394,18.2347,10.9806,44.8509,,,8.80441,11.2492,,14.6376,9.76348,,145.457,12.1713,,,,27.5703,,,,,,,60.0371,,,21.8241,,27.0745,26.8877,,11.4659,19.4229,,24.7253,,11.8434,,29.6563,,,,26.1035,27.9525,,205.325,,,433.907,16.4,23.6577,,60.8518,285.216,,,52.2655
2000-04-14,20.684,,18.8107,,7523.16,,16.7584,,,26.2699,,52.1148,98.4084,,12.5786,48.9209,37.3713,13.6988,17.2439,10.8258,42.2317,,,8.71322,10.7126,,13.9473,9.17327,,136.515,11.5683,,,,25.8707,,,,,,,56.0822,,,20.5909,,24.8083,25.4587,,11.0175,18.3171,,23.1824,,11.4726,,27.7684,,,,24.4657,26.9542,,195.922,,,408.471,15.3,22.5576,,58.8742,270.049,,,49.2084
2000-04-15,20.684,,18.8107,,7523.16,,16.7584,,,26.2699,,52.1148,98.4084,,12.5786,48.9209,37.3713,13.6988,17.2439,10.8258,42.2317,,,8.71322,10.7126,,13.9473,9.17327,,136.515,11.5683,,,,25.8707,,,,,,,56.0822,,,20.5909,,24.8083,25.4587,,11.0175,18.3171,,23.1824,,11.4726,,27.7684,,,,24.4657,26.9542,,195.922,,,408.471,15.3,22.5576,,58.8742,270.049,,,49.2084
2000-04-16,20.684,,18.8107,,7523.16,,16.7584,,,26.2699,,52.1148,98.4084,,12.5786,48.9209,37.3713,13.6988,17.2439,10.8258,42.2317,,,8.71322,10.7126,,13.9473,9.17327,,136.515,11.5683,,,,25.8707,,,,,,,56.0822,,,20.5909,,24.8083,25.4587,,11.0175,18.3171,,23.1824,,11.4726,,27.7684,,,,24.4657,26.9542,,195.922,,,408.471,15.3,22.5576,,58.8742,270.049,,,49.2084
2000-04-17,20.684,,18.7168,,7682.81,,17.1448,,,26.4325,,54.8857,103.698,,12.9291,49.1629,37.6024,13.5444,17.8444,10.8258,43.6296,,,8.71322,10.7848,,14.0082,9.2433,,141.09,11.5683,,,,26.7561,,,,,,,58.998,,,21.3009,,25.7433,26.1335,,11.0496,18.9417,,23.9985,,11.5421,,29.0111,,,,24.7084,26.6943,,198.934,,,423.965,15.46,22.6462,,58.1397,274.63,,,50.8416
2000-04-18,20.684,,19.1026,,7839.16,,17.719,,,26.7579,,57.1638,111.96,,13.2196,50.3953,38.1696,13.668,18.2247,10.9342,44.8803,,,8.77401,11.0944,,14.3026,9.47338,,146.496,11.9602,,,,27.5499,,,,,,,61.0762,,,21.9237,,27.3249,26.6496,,11.3378,19.4229,,24.8146,,11.8434,,30.1581,,,,25.3352,27.214,,201.945,,,438.796,16.09,22.8232,,59.1567,282.671,,,52.2935
2000-04-19,20.3105,,19.1861,,7756.87,,17.813,,,26.4867,,56.138,110.771,,12.9692,50.3073,38.1485,13.6525,17.9645,10.9032,44.4389,,,8.88546,10.9087,,14.3635,9.66345,,144.833,12.0105,,,,27.2955,,,,,,,59.913,,,21.687,,27.0999,26.4246,,11.2951,19.2079,,24.4448,,11.8202,,29.6444,,,,25.416,27.2277,,202.744,,,432.83,16.13,22.9117,,60.1747,284.3,,,51.7909
2000-04-20,20.3105,,19.3946,,7816.12,,17.6982,,,26.5952,,56.2845,108.639,,13.0994,50.1973,38.0645,13.8224,18.1146,10.9032,44.6596,,,8.99691,10.8674,,14.3026,9.74348,,145.249,12.0407,,,,27.4787,,,,,,,60.2077,,,21.7742,,26.8114,26.5702,,11.2524,19.2592,,24.6361,,11.8087,,29.6444,,,,25.8002,27.4328,,203.359,,,434.156,16.12,23.2151,,60.2878,283.892,,,52.0422
2000-04-21,20.3105,,19.3946,,7816.12,,17.6982,,,26.5952,,56.2845,108.639,,13.0994,50.1973,38.0645,13.8224,18.1146,10.9032,44.6596,,,8.99691,10.8674,,14.3026,9.74348,,145.249,12.0407,,,,27.4787,,,,,,,60.2077,,,21.7742,,26.8114,26.5702,,11.2524,19.2592,,24.6361,,11.8087,,29.6444,,,,25.8002,27.4328,,203.359,,,434.156,16.12,23.2151,,60.2878,283.892,,,52.0422
2000-04-22,20.3105,,19.3946,,7816.12,,17.6982,,,26.5952,,56.2845,108.639,,13.0994,50.1973,38.0645,13.8224,18.1146,10.9032,44.6596,,,8.99691,10.8674,,14.3026,9.74348,,145.249,12.0407,,,,27.4787,,,,,,,60.2077,,,21.7742,,26.8114,26.5702,,11.2524,19.2592,,24.6361,,11.8087,,29.6444,,,,25.8002,27.4328,,203.359,,,434.156,16.12,23.2151,,60.2878,283.892,,,52.0422
2000-04-23,20.3105,,19.3946,,7816.12,,17.6982,,,26.5952,,56.2845,108.639,,13.0994,50.1973,38.0645,13.8224,18.1146,10.9032,44.6596,,,8.99691,10.8674,,14.3026,9.74348,,145.249,12.0407,,,,27.4787,,,,,,,60.2077,,,21.7742,,26.8114,26.5702,,11.2524,19.2592,,24.6361,,11.8087,,29.6444,,,,25.8002,27.4328,,203.359,,,434.156,16.12,23.2151,,60.2878,283.892,,,52.0422
2000-04-24,20.3105,,19.1548,,7845.75,,17.5415,,,26.9205,,55.5918,102.365,,13.1094,49.8671,38.0645,13.7143,18.2147,10.8877,44.5125,,,8.97664,10.8983,,14.2722,9.65344,,145.145,11.8799,,,,27.2141,,,,,,,60.2077,,,21.6621,,26.0127,26.5702,,11.1456,19.1771,,24.5085,,11.6495,,28.8797,,,,26.5079,27.3644,,202.683,,,432.416,15.93,23.468,,59.7223,281.857,,,51.8747
2000-04-25,20.9476,,19.478,,8094.27,,18.074,,,27.6254,,57.8432,108.639,,13.4599,50.9455,38.9048,13.9151,18.7251,10.9961,45.9986,,,9.03743,11.4143,,14.6477,9.85351,,150.135,12.2015,,,,28.1605,,,,,,,62.317,,,22.4345,,27.5404,27.2715,,11.4446,19.7822,,25.3501,,11.9624,,30.0387,,,,26.7505,28.1303,,207.906,,,446.584,16.41,23.86,,61.2493,289.491,,,53.6057
2000-04-26,20.9476,,19.4155,,8002.1,,18.1054,,,27.1645,,57.0972,107.942,,13.3197,50.8354,38.6632,13.8687,18.4749,10.9806,45.4836,,,9.04757,11.2699,,14.465,9.88353,,149.199,12.1914,,,,27.784,,,,,,,61.495,,,22.2351,,27.0682,26.9142,,11.4339,19.5668,,25.0696,,11.7191,,29.8594,,,,26.4776,28.0482,,206.923,,,442.193,16.35,23.5945,,60.9099,285.623,,,53.0054
